business_id,stars,text,user_id,cool,useful,funny
rxQ2PIjhAx6dgAqUalf99Q,5,"Never having dealt with a Discount Tire in Phoenix before (only in Texas, and their service has been great all the time), I came in not knowing what kind of service to expect. I was pleasantly surprised! The store had a good amount of parking, and the store front was clean, open and had adequate seating around the perimeters. There were already 5-6 people sitting and waiting for their cars to be finished, and 2 people waiting infront of me to see a representative. All the guys working there were busy helping someone, yet were saying hello to us and reassuring they'd get to us very soon. I didn't wait an unneccesary amount of time and then was helped by Wally. He inspected my tires, recommended a plan of action gave me options, and we headed back into the store. After I made my decision to replace 2 of the tires, he checked their stock, and unfortunately they didn't have them there. BUT he called another store and had them picked up for the next morning, so I could just come back the next day to this same store and get those bad boys installed. Great! The prices were not as heafty (relief), and although there were a good amount of people the next day waiting for their cars to also be serviced, it took exactly the amount of time they'd told me (45 min). They apologized for the wait, but no need for that! The guy who helped me on the 2nd day (I'm sorry I forgot his name) was also very professional and great. I recommend this store and will be bringing my car here in the future most definitely. Thanks, guys!

TIP: If you know you need to bring your car in, you can make an appointment with them online. They take walk-ins, but I believe it helps them manage their customers easier, and that in turn benefits you.",HLbhD2OyiMCUDRR4c1iXaw,0,0,0
aRkYtXfmEKYG-eTDf_qUsw,5,"(Un)fortunately for me, lux is close to my house.  I walk there nearly every day and am much poorer because of it.  The coffee and pastries are amazing.  They always play really great music too!",IUWjTmXc3wLVaMHz33inaA,2,1,1
zp713qNhx8d9KCJJnrw1xA,5,"Fred M. pretty much said what I would say, so I won't beat a dead horse.  I'll add, though, that they offer a wide variety of deep-fried quesadillas.  

Did you catch that?

DEEP FRIED QUESADILLAS!",aqqbh1NZoFk48kp0eqSLdg,3,2,1
K8pM6qQdYu5h6buRE1-_sw,5,"Alright, I have been away from Yelp for quite some time, and I feel that this place is fitting to be my comeback review...

Chicken and Waffles.  Yes, chicken and M'Fin waffles.  

In the ghetto?  Check
Has sweet tea?  Check
Has no-nonsense, quick service?  Check
Ridiculously long wait?  Check
Best thing that I have eaten in the last year?  Check

I have to say, not the best fried chicken I have ever had, but pretty damn good- it could use more seasoning.  Now the waffles, probably the best ever...  The waffles are deliciously soft inside, a little crispy out with a wonderful cinammoness to them.  The seating is cramped, but it doesn't matter as soon as your food is delivered your table goes quiet, you get tunnel vision and after the first bite you are taken away to an orgy of goodness.

If you are in Phoenix, this is a requirement.  Come real early or be prepared to wait.  Don't forget to order the Red Velvet cake and they have Kool-Aid if that fits your fancy.  Even after I came home from Arizona, I couldn't stop talking about LoLo's for like 2 weeks.  Shoot, two months later and I am still drooling thinking about it...",yy1SbjeyWiAhWfSr5d0new,2,3,3
E6DnUFy3GoN4DxTqturtug,5,"This restaurant is incredible, and has the best pasta carbonara and the best tiramisu I've had in my life. All the food is wonderful, though. The calamari is not fried. The bread served with dinner comes right out of the oven, and the tomatoes are the freshest I've tasted outside of my mom's own garden. This is great attention to detail.

I can no longer eat at any other Italian restaurant without feeling slighted. This is the first place I want take out-of-town visitors I'm looking to impress.

The owner, Jon, is helpful, friendly, and really cares about providing a positive dining experience. He's spot on with his wine recommendations, and he organizes wine tasting events which you can find out about by joining the mailing list or Facebook page.",U3uT-Phb8iL2iuZpAROZlg,0,0,0
taSsiZAGZSz2gRg7_M4XDw,5,"This an incredible church that embraces the principle that ......Christ Life Church exists to bring people into a life-changing relationship with Jesus Christ.  Three campuses allow Christ Life to reach into several locations...online, Tempe and Casa Grande.   The wonderful children's and youth programs appeal to a wide perspective of people.",0jJhjgr3wPin-8vYnPab6A,0,0,0
3oLy0rlzRI_xiqfQHqC4_g,5,"This is our favorite breakfast place. The food is good. They have the best biscuits & gravy of any restaurant I have eaten at. The wait staff is friendly. The only complaint I have is that Sunday mornings are packed, so there can be a wait to be seated.",-yg_AMAU2HNh48zcuQ13mw,0,1,0
N5iW2JG5e-QyUh7brRNSfw,5,"I had looked at several invitation websites along with catalogs with no luck in finding just the right balance of wedding colors/design.  Thomas at Alphagraphics helped me every step of the way of designing and printing our wedding invitations and programs.  I knew I wanted a booklet-style, but needed a little design creativity from Alphagraphics which they nailed!  I highly recommend Alphagraphics to anyone needing any print work done - not just wedding invitations.  Thomas and his crew are stellar!!",xP3o3-r0KRUnZqBSdIGJjw,0,0,0
pRmHreZcF7YmNEEPukfcFg,5,"I absolutely love this little spot! It's a great little known boutique with incredibly unique gift items that I don't have to drive clear out to Scottsdale to find. I've been shopping at Vignettes for about 8 years. Whenever I am in a quandary about what to get someone, this is the first place that I head to. Mostly it is because of the wide range of specialty items that they have on hand. Whether it's something for the garden, a gift for the new bride or baby, a unique piece of art, or heavenly scented candles - you will not be disappointed.

The owners / staff are super friendly and have always been more than willing to help find something within a price range or based on occasion / need. And they do the most amazing wrap jobs, making gift giving even easier.

The final bonus is their annual Clearance sale. For three days each year they basically blow out their stock to make way for new finds. Ask to be put on their mailing list to ensure your have a heads up and get there early because long time customers like myself never miss it. : )",iwWBF3nKoRMoy1sbkLJwvg,3,7,1
cBpJIOrVXotDI0XAZH_k0g,5,Came here with a large group a while back.  We were there to eat and have a beer before a concert there. It was a weekday so we made it to happy hour. Happy Hour pricing was fair. The food was pretty good. The very best thing there is the beer!  They had like everything on tap! MMMM!,O3huqF3nBeWP9Zd6NmCAaQ,1,1,0
d7_jkx0VPx3uHsUl18iHMQ,5,"Beer...or Yoga?

Located in a small center just east of Four Peaks Brewery in Tempe (a reasonable distance from the light rail on Apache), is an amazing, classy studio for the Mind-Body connection.

Mr. Mustachio had decided after doing a couple yoga classes with me at the ASU gym that he loved the stretch, so pursued a class for a semester at ASU this Spring and had the pleasure of practicing with Tish Hegel. After seeing his body transform to only 16.2% body fat, all his jeans get too big on him and fill out his American Apparel briefs nicely I was super jealous. He raved about his teacher and I could tell he had de-stressed a lot since he started the practice.

Luckily, she opened up a studio recently, and it simply goregous. The waiting area is filled with yoga material and a very calming space with a remodeled bathroom and dressing rooms to change if coming from work/school. Not at all cheesy like the SouthWest Inst with the way too many angels imagery (creepy!). But the gem is truly the practice space. Hardwood floors, high ceilings, a beautiful staircase, tasteful decorations and absolutely NO MIRRORS.  

That is right- the only person staring at my pudge rolls is my teacher and who-ever isn't focusing on their tree posture-not the entire class! It really relieves a lot of stress  and helps me concentrate on how a posture feels as opposed to just looks.

As for Tish Hegel, she is simply outstanding-she has so many credentials, you have to read her biography for yourself. She has been practicing for a loooong time, and her hands-on instruction and confident voice echoes in my ears even now (bring those shoulders down!). 

So far, I have done:  Ashtanga Inspired Flow (pretty intense, really hurt for 3 days, would recommend after getting into yoga for a while), Sivananda (ditto),  Focus Class (did a lot of bike riding and she focused on everybody's body issues and did the sequence right then and there for us and my lower back and knees felt amazing the day after) and this morning brought my friend to Kinetic Yoga: Morning Movement and Flow, which kicked our 6am asses a little bit but we both felt amazing afterwards!  She does tons of modifications, is always making sure we are okay, and is just super personable.

I did the huge package since I didn't renew my ASU gym membership for this summer, but you can do drop-in. 

Now for the cliched Yoga Review ending: 

NAMASTE!",mfvezpz6ohS0NQk3DZdvqQ,11,16,8
O-Xa9GCFWI65YiBD5Jw_hA,5,"Figured it is time to write a review after going here for quite a few years for dinner on special occasions or just to have some of the best seafood and Bone in fillet around. 

First off you have to understand that the cuts are top quality so you can order almost any steak off the menus and be dazzled by the flavor, which is fantastic to the point that adding anything to it would destroy the integrity of the taste as is.
 I mean the meat is perfection on a plate and this needs no other explaining.

If with friends or even your significant other you must start with the the seafood tower, which can be order in many different ways to match your appetite and likes. When presented at the table you and your guests will be blown away at the quality of the seafood and rightly so as it is brought in fresh daily.

The sides are too awesome in their taste and quality and i suggest the Lobster mash or the Maestros Mash potatoes neither of which will leave you hungry in their own right, but often wanting more :) 

Wine selection is great and the atmosphere is top notch, but topping it with some of the best servers in town makes this one of my favorites for entertaining. 

you will not be disappointed.",qT17WVkJi0RvQ4nNPN6NDw,2,1,0
vARjqeIkSNsazHltujiq4Q,5,"I can't describe to you how amazing these gourmet adult hot pockets taste! They literally MELT in your mouth- a few of my favorites are the Cajun Chicken, Dill Salmon, and the Stilton & Steak---Bon Appetit everyone! And don't forget about the all day everyday-$3 car bombs(you can't beat that price) their happy hour is amazing, too!",ZoBrIw-7VgCOO30GJVCoOA,0,0,0
Hgbxen9iKGL4AH6kKgC8YQ,5,"So very Portlandia in its hipsterness and decor. Premium coffee roasted in-house, in the middle of the desert, no less! Who would have thunk it.

Baristas were profesh and friendly. They even warmed up our pastries upon request. Perfectly foamed milk and fruity noted espresso. I hope this place has a long life in Scottsdale, where great coffee is few and far between.",cwm_3br1CTH8IO8ZwWzFLg,0,0,0
rRe2eLIQ4MQ7d6vFL26Qdg,5,Awesome subs clean and friendly well priced.,Gi_ZP3Pjdvc9-a8aS3SH0A,0,2,0
QGeliKMObpVZ3jP89--ZIg,5,"I LOVE Chic Nails!

I used to go to Tip & Toes on 48th street and Ray Road, until one day they were ""too busy"" to take my friend and I in for pedicured. We discovered Chic Nails and have been doing all of our manicures and pedicures there since. 

The staff is extremely friendly and they give the best pedicures for a very reasonable price. I highly recommend this nail salon over any other!

P.S. It is extremely close to CK's Bar & Grill to go for happy hour after! :)",QAwWrE6LLbVHNtZOoDdRRw,0,2,0
bc-lE-wGVAsUrX-kJhtY-Q,5,"After the Padres Spring Training game, we had reservations at Don & Charlie's in Scottsdale .  None of us had been here before and it came highly recommended by my dad.  As soon as you walk into Don and Charlie's your eyes start feasting on all the signed baseballs down the left wall.  Now everywhere you look from floor to ceiling and even the ceiling itself is covered in memorabilia and autographed items from athletes of all sports and other celebrities.   Besides the amazing assortment of sports artifacts, I especially like the Cactus League Beer List which pairs a beer with each city that has a team in the Cactus League.  Colorado = Coors Light , Texas =Shiner Bock, Chicago =Old Style, and San Diego =Stone IPA, etc.  Also worth mentioning is the complimentary chopped liver platter with rye bread and bagel chips they bring as soon as you are seated.  I had the ribs with coconut shrimp combo which was great. I wasn't thrilled with the side dish: potato's au gratin which is a $2.50 upcharge.  They also bring a huge bowl of cole slaw with each entrée or you can choose soup which comes in a smaller bowl than the cole slaw!  We were too full for dessert and as we walked out, this place was packed!  I found myself trying to take in as much memorabilia as possible and then on one side of the crowded lobby there sat Willie Mays himself.  He was signing his book (or a baseball) for a $200 charitable donation to his foundation. Needless to say, I 'm not bringing home any memorabilia myself!",v10WwWFKPAK6aKjghrLj3g,0,0,0
m9Wqqma30o-hH2fAX7dnug,5,"Best food, super friendly staff, and great prices. Love it!",FpCmGLWHe5Y-kDS7ZYaF5w,0,1,0
M3zLQRbSF_VcGukkzxXc4w,5,"Christy is an amazing cake artist.  She has an impressive portfolio as she has a flair for creativity.  Her cakes are amazing and are truly one-of-a-kind.  She also has several delicious cake flavors to choose from or she can create one for you.   She has made several cakes for our family and I have been impressed with everyone of them.  I was also excited to see her compete on TLC's Ultimate Cake Off show early this spring.  If you're looking for a sculpted cake or one that will be the center of attention at your next party, then I recommend you call Phoenix Cake Company.",_w_hrcZ-9uObIBepDmLJwg,0,0,0
hfl62LX14YqNpG0g0Tj6_Q,5,"After driving down a teeny dimly lit road and coming across what looked like a medical office building in the 60's, my husband and I found the amazing Fuego Bistro. We had a perfect meal there. Amazing ambiance, twinkly lights in the courtyard, live musician. Great wine. Food was so unique and delicious- I'd describe it as Southern-Spanish fusion. This meal was the highlight of our trip to Phoenix. 

If you live in Phoenix, you have no excuse to not come here. I live in Chicago and I'm sure I'll be back.",kWIyajQP2mEv93yj34oemg,0,1,0
V1nEpIRmEa1768oj_tuxeQ,5,"It's just like pizza bianco without the wait. This pizza is a 9.9999 and bianco is a 10. This place has a much larger menu and their deserts are to die for. 

If bianco has more then a 30 min wait just drive and or walk here.",a_V8LRfMxGvpGtTwR2olrg,0,0,0
YEQkTCmphjr6XKPh4m93AQ,5,"As mentioned earlier, the best thing about this place is the super cheap, but super delicious lunch bentos.  You get a main dish, rice, salad, and an orange for under $4. If that's not enough, you can get double meat for a buck or two more.  I highly recommend the ginger pork or the katsu.  My friend I normally go with is a big fan of the white fish (fried or grilled).  The sushi here isn't bad.  It's nothing super special, but I don't come here for the sushi so it's not a big knock against the place.

As they would say on ebay: A+++ Great Seller! Would eat here again!!!",jdoGEEy5s-5L1O_lNzEi2g,0,2,0
StiQ_lcCY8sX4JI-J6Mufg,5,"twas the night before booyah
and all the through the city
people were piecing 
some pretty shitty
costumes together
at savers, good will
george w bush
clintons, bill and hill
jay-z & beyonce
biden and obama
even saw kanye
oprah, super mamma
yep, octomom
brad pitt & jolie
and men as madonna
and lynn sue cooney 
i went to Easley's
to see what they had
of course, it was madness
every kid, mom and dad
crammed into the isles
pulling on wigs
vampire masks
and noises of pigs
all being assisted 
by the yellow tee'd staff
so very helpful
no panic, just laughs
""yes we have liberace
in fact, we have two
try both of them on
i'll grab 'em for you""
they found me a boa
a wig and make up
took just fifteen minutes
case opened and shut
and all around me
this repeated itself
the people rolled in
pleased people rolled out
into the darkness
parties around town
wonder how many
were out gettin' down
in get ups from Easley's
i'm guessing a ton
so check out Bert Easley's
make up, magic, fun
bright yellow building
south side of mcdowell
since nineteen sixty four
makin' halloween, howl",QKW7sYPWPSsIcWqSiDzChQ,6,6,6
YKOvlBNkF4KpUP9q7x862w,5,"Took my fiance' there for Valentine's day/ Birthday.  I did a lot of research of romantic places around the Valley, and this one really caught my eye.  Immediately after walking through the door, you'll notice a dark and romantic ambiance with a lot of candle light.  Seating is a bit tight, but it wasn't bad enough for me to give it a lower review.  We began with an appetizer called ""Table side guacamole"" which was incredible to say the least.  It literally is made in front of your table.  Then it was onto the main dish... Build-your-own  Pork tacos.  Talk about tender meat!!  The shoulder of pork literally fell right off onto the fork.  The tortillas were exceptional, and so was the tasty sauce which included pineapple glaze.  So, the food was absolutely delicious...but the service was equally impressive.  My water level never reached the bottom of the glass the entire night, and I drink plenty!  Everyone was incredibly nice and cheerfully said ""Happy Valentine's Day!"" and ""Happy Birthday!"" to my fiance', which made the experience even better.  A fantastic place that I'll have no problem recommending to others to visit!",cCwj4RJSKU4-o9ZZ1VTtmA,1,0,0
qkbloHdDZuHf_0wTqUGPjQ,5,"I have had a great experience every time I have been there.  The food is hard to beat and the service was pleasant.  

Portions are reasonable, not huge (I'm a big feller), and I was satified every time I ate there.  

Very pleasant environment, clean, spacious and calm.",ENJpS6i-s9hWiQg9ZGwevQ,0,0,0
nFo_63pTr-4ZhakuaRFOCA,5,"I love this restaurant!! I have been a fan of the Newport Beach location for years. Scottsdale definitely did not disappoint! The staff is friendly and knowledgeable. The drinks are fresh (worth the extra wait for the tasty Cucumber Jalapeño marg). And the food? Goes without saying, it's CRAVE worthy. This is a new location, so I expected the usual growing pains. But overall, a great dining experience. Welcome to the neighborhood, SOL Cocina!",E8Gh1Mv8Jtb6eJQjNmIPXg,1,0,0
rZbHg4ACfN3iShdsT47WKQ,5,"That darn Smokehouse burger is awesome. 5 stars. 

The smoked corn was a little Meh... it was oily like not butter oily... not a huge fan of the texture either. I like corn crunchy and it was not. 

Service was great. 

I did see an unmentionable bug running around near the back entrance towards the chicken rotisserie thing, but bugs have to eat too right? (still 5 stars lol)",C6IOtaaYdLIT5fWd7ZYIuA,8,9,6
huxYC5ZvUwJdJE3tfhnpIQ,5,Very friendly and knowledgeable guys.,nM3vfxr6fcnN_nXdzwbVCw,0,0,0
c0RSs2KYK5Y-ZlSrNq9LyA,5,"I have been here several times now and have never had a bad experience yet.  Good food, good service; no complaints.   Still have never made it here for happy hour, but their specials during that time seem like quite a deal.  The staff are always friendly and seem to remember us from one visit to another.  I've only ever eaten sushi here, but they have a lot of other menu items that I would like to try at some point, but I always turn to the sushi as it has always been good and fresh.  I would recommend trying this restaurant.",psBJOZfXxUPHmF8mi8G0pw,1,2,1
V3lQtk1LgwAEcF9j-BzchA,5,"I'm from Chicago so I'm picky with my pizza--this place does it right (NY style)! I love the ""hole in the wall"" feel. Every customer that walked in was a regular which was a good sign. I ordered the Mozzarella sticks and a large Monster Pie (Sausage, pepperoni, bell peppers, onion and cheese). The mozzarella sticks took a little while to come out but they were cooked to perfection. They also threw in a few garlic knots which was awesome. The pizza was unbelievable--I think the crumbled sausage really did it! They have great deals like large pie & 20 wings for $20 which I definitely will be taking advantage of during football games on Sunday. Glad to have found a new place where I can also be a regular!",LZxnr-c-VsG0N4Ef-9iAyg,0,0,0
zp713qNhx8d9KCJJnrw1xA,5,"Perhaps it was foolish for me to give La Condesa only four stars at first, given the fact that I really liked it.  What can I say?  I'm critical by nature.  I knew I was going back soon, so I felt like I had to save the last for a return visit.  Well, it just got it.

This place is fantastic.  In fact, if CenPho lets this one go under, I will personally hold all of you responsible; watch out for a citizen's arrest if I ever see you.  However, that is unlikely to happen, because the food is damn tasty.  

Today, the Oaxaca black mole chicken taco had me swooning, topped with pickled onions; the chicken is tender and simmered in the lovely sauce.  The Soronan carne asada taco, char-grilled over mesquite charcoal is no slouch either; I'd rate it right up there with some of my favorites in town.  

Go to this place; I have a feeling I'll be here at least weekly.  When and if they ever get a beer/liquor license...probably more.",dQO0tQISZyb9L4d5ASnXyQ,16,17,9
St3jS0PnF1lulH1ggA4Jgw,5,Great place for brunch or to relax with a coffee. Their hot chocolate is amazing.,UHxBIipD-7xb60CGB8rOuQ,0,1,0
NN2qs5B713vM6BDcMyrg4A,5,"Hands down the best breakfast I've ever had, anywhere. It definitely feels like home cooked breakfast. I've never been to this place on the weekend when it isn't packed out the door. I'm not the only person that loves this place!",aLTl_OkLo0BFRxdz1n6sYA,0,1,0
uL_kqSm8ZqJ_3U88uwA8tw,5,"This place is fantastic!

We went in on Sunday the 29th of July around 5:00pm. The guy behind the counter told us to enjoy ourselves, take our time, ask if we had any questions. We wandered around for a bit, I found a bottle of Argyle bubbly that I wanted, and then began to stare with lust in my eyes at the selection of Absinthe. 

Girlfriend wandered over to ask the guy to recommend a white that wasn't a Chard as we both really don't like buttery oak anything. He took a few cues from her, and found a great bottle of white which we drank with great glee last night. 

This was a test for the guy behind the counter. She didn't set a price limit, just said ""show me your favorite."" He could have done what many others have in the past and shown us a $50 bottle, but instead he showed us a kick ass bottle at the $14 price point. This is the mark of a good wine seller. Find you what you want without bending you over on the price. Yes, sometimes I want to spend $400 a bottle, but not all that often. I'd rather get my drink on at the price he found, and he turned us onto a white we both REALLY liked, which is super rare as we have very different tastes.

We'll absolutely be going back to buy more fermented grape from this place!

Prices are on par with Total Wine, but what you're really paying for is the help of someone who knows what they sell and likes their job. Great job Sportsman's, see you next Sunday for afternoon drinking!",W7zmm1uzlyUkEqpSG7PlBw,1,1,0
06kfoeRs9Acj82Yl3i9p_w,5,"Recently moved back to Mesa, I have been on the hunt for a place to get a good sandwich and fresh bread. This place now tops my list of places in the East Valley to get a good sandwich. My first sandwich was the Atlantic Haddock Provencal. A sandwich made with seared, lightly breaded haddock, sliced hard-boiled egg, fresh basil, romaine lettuce, tomato, Provencal tartar sauce on a grilled Brioche roll. The brioche was amazing. It was light and fluffy. The haddock was perfectly cooked with just the right amount of breading, and the vegetables were fresh and in perfect proportions as to not overpower the bread and haddock. Sometimes when you go to a sandwich shop they overload it with everything else that the meat and bread are just there to accessorize the vegetables and sauce. This was perfectly done. The atmosphere is pleasant and open with nice music as the light smell of fresh bread in the background salivates me. This is a must-visit lunch time destination. Dinner review shortly.",kxfUWPT6PuwieZHonfXtLw,0,0,0
SMpL3z4FLF07bRA6-y22JQ,5,"What a wonderful night. It didn't start out that way. I found this restaurant on yelp, not realizing that it was sixteen miles from the hotel my wife and i were staying at. I heard the grief all the way there. ""Come on honey, it's an adventure!"". 

We arrived, and were greeted warmly and shown right to our table. Zach, our waiter, was right there to offer us drinks and appetizers. We had the Summer Rolls and they were delicious! 

I explained to  Zach that I was allergic to wheat and he brought us a special ""gluten free"" menu the owner had created for those of us who are allergic to wheat. Zach even brought us some special wheat-free dipping sauce for the Summer rolls. He showed great care, provided great customer service,  and the sauce  was delicious!

The portions were good sized and the presentation was beautiful. But the wonderful tastes and personal service made the night special. Oh, the bathrooms were clean too. Thanks Zach, and thanks Malee's. It was a great night my wife and I look forward to repeating. (Yes, she admitted after dinner that the drive was worth it.)",7a_7iT6nDMQc76bz3-TQwg,1,1,0
